key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
69	D	I	36	33	11	33.3	8	3	5 7 1 4 2 5 4 3 4 2 1 5 1 6 4 5 1 6 4 5 1 5 6 4 5 1 5 1 5 6 4 5 1	['7 1', '5 4 3 4', '2 1', '4 5', '4 5 5', '5 6', '4 5 5', '5 6', '4 5']	['V6 I', 'V V2 I6 IV', 'V43 I', 'ii65 V', 'ii65 V V7', 'V7 vi', 'ii65 V V7', 'V vi', 'ii65 V']	['7 1', '3 4', '4 5', '4 5 5', '5 6', '4 5 5', '5 6', '4 5']	['V6 I', 'I6 IV', 'ii65 V', 'ii65 V V7', 'V7 vi', 'ii65 V V7', 'V vi', 'ii65 V']	['5 4 3', '2 1']	['V V2 I6', 'V43 I']	('c02n05_echos', 112)	('c02n05_echos', 147)
70	A	I	14	13	5	38.5	4	1	1 3 7 5 1 4 2 3 4 5 1 7 1	['2 3 4 5 5', '1 7']	['V43 I6 ii65 V(64) V', 'I V6']	['2 3 4 5 5', '7']	['V43 I6 ii65 V(64) V', 'V6']	['1 7']	['I V6']	('c03n01_prelude', 0)	('c03n01_prelude', 14)
71	A	V	18	16	9	56.2	5	4	4 3 2 5 1 3 4 5 1 5 4 3 4 #4 5 1	['4 3 2', '3 4 5', '5 4 3 4 #4 5 5']	['viio64 I6 ii7', 'I6 ii65 V', 'V V2 I6 ii65 V65/V V(64) V']	['3 4 5', '3 4 #4 5 5']	['I6 ii65 V', 'I6 ii65 V65/V V(64) V']	['4 3 2', '5 4 3']	['viio64 I6 ii7', 'V V2 I6']	('c03n01_prelude', 15)	('c03n01_prelude', 34)
72	A	I	10	9	3	33.3	3	0	7 5 1 5 1 5 6 7 1	['5 5 6 7']	['V I64 IV6 V65']	['5 5 6 7']	['V I64 IV6 V65']	[]	[]	('c03n01_prelude', 35)	('c03n01_prelude', 45)
73	A	IV	10	7	2	28.6	2	0	5 3 4 2 3 5 1	['3 4 4', '2 3 3']	['I6 IVM7 ii6', 'ii iii7 I6']	['3 4 4', '2 3 3']	['I6 IVM7 ii6', 'ii iii7 I6']	[]	[]	('c03n01_prelude', 47)	('c03n01_prelude', 56)
74	A	I	25	20	14	70.0	4	10	6 7 1 7 6 5 4 3 4 6 5 1 7 5 4 3 4 6 5 1	['6 7 1 1 7 7 6 6 5 4 3 4', '6 5 5', '1 7', '5 4 3 4', '6 5 5']	['IV6 V6 I IV64 vii%7 iii64 vi7 V64/V V V2 I6 ii65', 'IV6 V(64) V', 'I V6', 'V V2 I6 ii65', 'IV6 V(64) V']	['6 7 1 1', '3 4', '3 4']	['IV6 V6 I IV64', 'I6 ii65', 'I6 ii65']	['1 1 7 7 6 6 5 4 3', '6 5 5', '1 7', '5 4 3', '6 5 5']	['I IV64 vii%7 iii64 vi7 V64/V V V2 I6', 'IV6 V(64) V', 'I V6', 'V V2 I6', 'IV6 V(64) V']	('c03n01_prelude', 57)	('c03n01_prelude', 82)
75	A	I	24	19	8	42.1	7	1	1 2 3 1 5 6 7 1 4 5 1 7 3 6 2 5 7 1 5	['1 2 3', '5 5 6 6 7 1', '4 5', '1 1 7 7', '7 1']	['I viio6 I6', 'V(4) V vi IV6 V65 I', 'IVM7 V', 'I vi6 viio7 V6', 'V65 I']	['1 2 3', '5 5 6 6 7 1', '4 5', '7 1']	['I viio6 I6', 'V(4) V vi IV6 V65 I', 'IVM7 V', 'V65 I']	['1 1 7 7']	['I vi6 viio7 V6']	('c03n02_allemande', 0)	('c03n02_allemande', 25)
76	A	V	17	16	6	37.5	1	5	4 3 4 2 5 3 6 4 7 5 4 3 2 1 5 1	['4 3 4', '5 4 3 2 1']	['IV I6 ii6', 'V V2 I6 viio6 I']	['3 4']	['I6 ii6']	['4 3', '5 4 3 2 1']	['IV I6', 'V V2 I6 viio6 I']	('c03n02_allemande', 26)	('c03n02_allemande', 42)
77	A	I	7	6	4	66.7	3	1	6 7 1 7 1 3	['6 7 1 1 7 1']	['IV6 V65 I ii2 V65 I']	['6 7 1 1', '7 1']	['IV6 V65 I ii2', 'V65 I']	['1 1 7']	['I ii2 V65']	('c03n02_allemande', 44)	('c03n02_allemande', 50)
78	A	vi	15	11	7	63.6	7	0	6 4 5 6 #6 7 #7 1 4 5 1	['4 5 5 6 6 #6 7 7 #7 1', '4 5']	['ii%65 V III+6 VI iv6 V65/VII VII v6 V6 i', 'ii%65 V']	['4 5 5 6 6 #6 7 7 #7 1', '4 5']	['ii%65 V III+6 VI iv6 V65/VII VII v6 V6 i', 'ii%65 V']	[]	[]	('c03n02_allemande', 51)	('c03n02_allemande', 65)
79	A	ii	9	8	2	25.0	2	0	#6 #7 5 1 6 4 5 1	['#6 #7 #7', '4 5']	['IV6 V65 V6', 'ii%65 V']	['#6 #7 #7', '4 5']	['IV6 V65 V6', 'ii%65 V']	[]	[]	('c03n02_allemande', 67)	('c03n02_allemande', 75)
80	A	V	7	7	1	14.3	0	1	4 3 1 4 2 5 1	['4 3']	['V2 I6']	[]	[]	['4 3']	['V2 I6']	('c03n02_allemande', 76)	('c03n02_allemande', 82)
81	A	I	27	25	8	32.0	3	5	4 3 1 4 2 5 3 6 7 5 1 7 6 4 5 3 6 2 5 3 2 1 4 5 1	['4 3', '6 6 7', '1 7 6', '4 5 5', '3 2 1', '4 5']	['V2 I6', 'vi IV6 V6', 'I IM2 IV6', 'IV V iii6', 'I6 V43 I', 'ii6 V']	['6 6 7', '4 5 5', '4 5']	['vi IV6 V6', 'IV V iii6', 'ii6 V']	['4 3', '1 7 6', '3 2 1']	['V2 I6', 'I IM2 IV6', 'I6 V43 I']	('c03n02_allemande', 83)	('c03n02_allemande', 110)
82	a	i	21	18	10	55.6	5	5	1 6 5 4 5 3 4 5 1 3 7 2 #3 4 1 7 6 5	['6 5 4 5', '3 4 5 5', '2 #3 4', '1 1 7 6 6']	['VI VIM2 ii%65 V', 'i6 ii%65 V(64) V', 'VII6 V65/iv iv', 'i V43/VII v6 VIM7 iv6']	['4 5', '3 4 5 5', '2 #3 4']	['ii%65 V', 'i6 ii%65 V(64) V', 'VII6 V65/iv iv']	['6 5 4', '1 1 7 6 6']	['VI VIM2 ii%65', 'i V43/VII v6 VIM7 iv6']	('c03n03_courante', 0)	('c03n03_courante', 21)
83	a	v	17	16	6	37.5	5	1	#7 1 3 2 #7 5 1 4 5 1 4 2 3 4 5 1	['#7 1', '3 2', '4 5 5', '2 3 4 5']	['V6 i', 'i6 #viio6', 'ii%65 V v', 'V43 i6 ii%65 V']	['#7 1', '4 5 5', '2 3 4 5']	['V6 i', 'ii%65 V v', 'V43 i6 ii%65 V']	['3 2']	['i6 #viio6']	('c03n03_courante', 22)	('c03n03_courante', 38)
84	a	i	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c03n03_courante', 39)	('c03n03_courante', 39)
85	a	v	1	1	0	0.0	0	0	1	[]	[]	[]	[]	[]	[]	('c03n03_courante', 40)	('c03n03_courante', 40)
86	a	i	6	6	3	50.0	0	3	5 4 3 2 5 1	['5 4 3 2']	['V V2 i6 ii%7']	[]	[]	['5 4 3 2']	['V V2 i6 ii%7']	('c03n03_courante', 42)	('c03n03_courante', 47)
87	a	iv	8	8	4	50.0	0	4	4 3 2 1 4 3 5 1	['4 3 2 1', '4 3']	['V2 i6 V43 i', 'V2 i6']	[]	[]	['4 3 2 1', '4 3']	['V2 i6 V43 i', 'V2 i6']	('c03n03_courante', 49)	('c03n03_courante', 56)
88	a	VII	4	4	1	25.0	1	0	6 7 5 1	['6 7']	['IV6 V65']	['6 7']	['IV6 V65']	[]	[]	('c03n03_courante', 58)	('c03n03_courante', 61)
89	a	III	8	8	2	25.0	2	0	6 7 5 1 6 4 5 1	['6 7', '4 5']	['IV6 V65', 'ii65 V']	['6 7', '4 5']	['IV6 V65', 'ii65 V']	[]	[]	('c03n03_courante', 62)	('c03n03_courante', 69)
90	a	i	5	4	3	75.0	3	0	2 3 4 5	['2 3 4 4']	['V43 i6 ii%65(9) ii%65']	['2 3 4 4']	['V43 i6 ii%65(9) ii%65']	[]	[]	('c03n03_courante', 71)	('c03n03_courante', 75)
91	a	IV	4	3	0	0.0	0	0	7 5 1	[]	[]	[]	[]	[]	[]	('c03n03_courante', 77)	('c03n03_courante', 80)
92	a	i	22	21	11	52.4	11	0	4 2 #7 1 4 5 3 4 #4 5 6 4 5 1 4 #4 5 6 4 5 1	['#7 1', '4 5', '3 4 #4 5 6', '4 5', '4 #4 5 6', '4 5']	['V65 i', 'ii%65 V', 'i6 ii%65 V65/V V ii%43', 'ii%65 V', 'ii%65 V65/V V ii%43', 'ii%65 V']	['#7 1', '4 5', '3 4 #4 5 6', '4 5', '4 #4 5 6', '4 5']	['V65 i', 'ii%65 V', 'i6 ii%65 V65/V V ii%43', 'ii%65 V', 'ii%65 V65/V V ii%43', 'ii%65 V']	[]	[]	('c03n03_courante', 82)	('c03n03_courante', 104)
93	a	i	10	9	4	44.4	3	1	1 6 #7 3 2 3 4 5 1	['3 2 3 4 5']	['i6 V43 i6 ii%65 V']	['2 3 4 5']	['V43 i6 ii%65 V']	['3 2']	['i6 V43']	('c03n04_sarabande_grave', 0)	('c03n04_sarabande_grave', 9)
94	a	III	6	6	1	16.7	1	0	7 1 4 2 5 1	['7 1']	['V65 I']	['7 1']	['V65 I']	[]	[]	('c03n04_sarabande_grave', 10)	('c03n04_sarabande_grave', 15)
95	a	i	13	9	1	11.1	0	1	1 4 2 5 3 6 5 3 1	['6 6 5 5']	['VIM7 ii%43 V V']	[]	[]	['6 6 5 5']	['VIM7 ii%43 V V']	('c03n04_sarabande_grave', 16)	('c03n04_sarabande_grave', 28)
96	a	iv	7	5	2	40.0	0	2	3 2 1 5 1	['3 3 2 1']	['III+7 i6 V43 i']	[]	[]	['3 3 2 1']	['III+7 i6 V43 i']	('c03n04_sarabande_grave', 29)	('c03n04_sarabande_grave', 35)
97	a	III	10	9	3	33.3	2	1	5 1 4 3 4 5 1 3 5	['4 3 4 5']	['IVM7 I6 ii65 V']	['3 4 5']	['I6 ii65 V']	['4 3']	['IVM7 I6']	('c03n04_sarabande_grave', 37)	('c03n04_sarabande_grave', 46)
98	a	iv	4	3	0	0.0	0	0	4 1 3	[]	[]	[]	[]	[]	[]	('c03n04_sarabande_grave', 47)	('c03n04_sarabande_grave', 50)
99	a	i	21	16	9	56.2	8	1	1 5 3 #3 4 5 3 4 5 1 3 4 3 4 5 1	['3 #3 4 4 5', '3 4 5 5', '3 4 4 4 3 4 5']	['i6 I65 iv(97) ii%65 V', 'i6 ii%65 V(64) V7', 'i6 iv(97) iio6 V2 i6 ii%65 V']	['3 #3 4 4 5', '3 4 5 5', '3 4 4 4', '3 4 5']	['i6 I65 iv(97) ii%65 V', 'i6 ii%65 V(64) V7', 'i6 iv(97) iio6 V2', 'i6 ii%65 V']	['4 4 4 3']	['iv(97) iio6 V2 i6']	('c03n04_sarabande_grave', 51)	('c03n04_sarabande_grave', 71)
100	a	i	12	9	7	77.8	4	3	1 2 3 4 5 1 7 6 5	['1 2 3 4 5', '1 1 7 7 6 6']	['i V43 i6 ii%65 V', 'i viio6/VII VII v6 VIM7 iv6']	['1 2 3 4 5']	['i V43 i6 ii%65 V']	['1 1 7 7 6 6']	['i viio6/VII VII v6 VIM7 iv6']	('c03n05_gavotte', 0)	('c03n05_gavotte', 12)
101	a	III	8	7	3	42.9	1	2	3 2 1 4 5 1 5	['3 2 2 1', '4 5']	['I6 ii7 viio6 I', 'ii65 V']	['4 5']	['ii65 V']	['3 2 2 1']	['I6 ii7 viio6 I']	('c03n05_gavotte', 13)	('c03n05_gavotte', 20)
102	a	iv	4	4	3	75.0	0	3	4 3 2 1	['4 3 2']	['V2 i6 V43']	[]	[]	['4 3 2']	['V2 i6 V43']	('c03n05_gavotte', 21)	('c03n05_gavotte', 24)
103	a	i	6	6	3	50.0	0	3	6 4 1 7 6 5	['1 7 6']	['i i2 ii%43']	[]	[]	['1 7 6']	['i i2 ii%43']	('c03n05_gavotte', 25)	('c03n05_gavotte', 30)
104	a	v	6	6	4	66.7	4	0	1 2 3 4 5 1	['1 2 3 4 5']	['i VII6 i6 ii%65 V']	['1 2 3 4 5']	['i VII6 i6 ii%65 V']	[]	[]	('c03n05_gavotte', 31)	('c03n05_gavotte', 36)
105	a	iv	6	5	0	0.0	0	0	2 5 3 5 1	[]	[]	[]	[]	[]	[]	('c03n05_gavotte', 37)	('c03n05_gavotte', 42)
106	a	III	8	7	0	0.0	0	0	4 2 5 3 1 5 1	[]	[]	[]	[]	[]	[]	('c03n05_gavotte', 43)	('c03n05_gavotte', 50)
107	a	i	33	33	17	51.5	15	2	2 #3 4 2 3 4 5 #7 5 1 5 1 2 3 #7 1 3 #7 1 2 3 #7 6 5 3 2 3 #7 1 3 4 5 1	['2 #3 4', '2 3 4 5', '1 2 3', '#7 1', '#7 1 2 3', '6 5', '3 2 3', '#7 1', '3 4 5']	['VII6 V65/IV IV', 'V43 i6 ii%65 V', 'i V43 i6', 'V65 i', 'V65 i V43 i6', 'ii%43 i64', 'i6 V43 i6', 'V65 i', 'i6 iv V']	['2 #3 4', '2 3 4 5', '1 2 3', '#7 1', '#7 1 2 3', '2 3', '#7 1', '3 4 5']	['VII6 V65/IV IV', 'V43 i6 ii%65 V', 'i V43 i6', 'V65 i', 'V65 i V43 i6', 'V43 i6', 'V65 i', 'i6 iv V']	['6 5', '3 2']	['ii%43 i64', 'i6 V43']	('c03n05_gavotte', 52)	('c03n05_gavotte', 84)
108	A	I	11	5	0	0.0	0	0	1 5 1 5 1	[]	[]	[]	[]	[]	[]	('c03n06_musette_1', 0)	('c03n06_musette_1', 14)
109	A	i	12	11	3	27.3	0	3	1 7 6 5 1 5 1 5 1 5 1	['1 7 6 5 5']	['i i2 ii%43 V V7']	[]	[]	['1 7 6 5 5']	['i i2 ii%43 V V7']	('c03n06_musette_1', 15)	('c03n06_musette_1', 27)
110	A	I	11	5	0	0.0	0	0	1 5 1 5 1	[]	[]	[]	[]	[]	[]	('c03n07_musette_2', 0)	('c03n07_musette_2', 14)
111	A	i	18	11	3	27.3	0	3	1 7 6 5 1 5 1 5 1 5 1	['1 7 6 5 5']	['i i2 ii%43 V V7']	[]	[]	['1 7 6 5 5']	['i i2 ii%43 V V7']	('c03n07_musette_2', 15)	('c03n07_musette_2', 33)
112	a	i	5	5	3	60.0	2	1	1 #7 1 5 6	['1 #7 1', '5']	['i V65 i', 'III6']	['#7 1', '5']	['V65 i', 'III6']	['1 #7']	['i V65']	('c03n08_chaconne_legere', 0)	('c03n08_chaconne_legere', 4)
113	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 5)	('c03n08_chaconne_legere', 9)
114	a	i	15	13	5	38.5	3	2	#3 4 2 5 3 2 1 5 1 #3 4 2 3	['#3 4', '3 2 1', '#3 4', '2 2']	['V65/iv iv', 'i6 V43 i', 'V65/iv iv', 'V65/III V6/III']	['#3 4', '#3 4', '2 2']	['V65/iv iv', 'V65/iv iv', 'V65/III V6/III']	['3 2 1']	['i6 V43 i']	('c03n08_chaconne_legere', 10)	('c03n08_chaconne_legere', 24)
115	a	VII	4	4	1	25.0	0	1	2 1 5 1	['2 1']	['V43 I']	[]	[]	['2 1']	['V43 I']	('c03n08_chaconne_legere', 25)	('c03n08_chaconne_legere', 28)
116	a	v	9	8	3	37.5	3	0	3 4 5 3 1 4 5 1	['3 4 4 5', '4 5']	['i6 IV iio6 V', 'ii%65 V']	['3 4 4 5', '4 5']	['i6 IV iio6 V', 'ii%65 V']	[]	[]	('c03n08_chaconne_legere', 29)	('c03n08_chaconne_legere', 37)
117	a	i	18	16	8	50.0	8	0	5 7 1 4 7 3 4 5 #6 #7 1 5 #7 1 5 6	['7 1', '3 3 4 4 5 #6 #7 1', '#7 1', '5']	['v6 V/iv', 'III i6 IV ii6 V IV6 V65 i', 'V6 i', 'III6']	['7 1', '3 3 4 4 5 #6 #7 1', '#7 1', '5']	['v6 V/iv', 'III i6 IV ii6 V IV6 V65 i', 'V6 i', 'III6']	[]	[]	('c03n08_chaconne_legere', 38)	('c03n08_chaconne_legere', 56)
118	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 57)	('c03n08_chaconne_legere', 61)
119	a	i	29	28	18	64.3	8	10	#3 4 2 4 5 3 2 1 5 1 3 2 3 2 3 2 3 2 3 1 4 5 6 5 1 7 6 5	['#3 4', '4 5', '3 2 1', '3 2 3 2 3 2 3 2 3', '4 5 6 5', '1 1 7 6']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'i6 #viio65 i6 #viio65 i6 #viio65 i6 #viio65 i6', 'ii%65 i64 iv6 V', 'i ii%2 v6 iv6']	['#3 4', '4 5', '2 3', '2 3', '2 3', '2 3', '4 5 6']	['V65/iv iv', 'ii%65 V', '#viio65 i6', '#viio65 i6', '#viio65 i6', '#viio65 i6', 'ii%65 i64 iv6']	['3 2 1', '3 2', '3 2', '3 2', '3 2', '6 5', '1 1 7 6']	['i6 V43 i', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'iv6 V', 'i ii%2 v6 iv6']	('c03n08_chaconne_legere', 62)	('c03n08_chaconne_legere', 90)
120	a	v	18	18	10	55.6	6	4	3 2 3 2 3 2 3 2 3 4 1 5 1 3 4 1 5 1	['3 2 3 2 3 2 3 2 3 4', '3 4']	['i6 #viio65 i6 #viio65 i6 #viio65 i6 #viio65 i6 ii%65', 'i6 ii%65']	['2 3', '2 3', '2 3', '2 3 4', '3 4']	['#viio65 i6', '#viio65 i6', '#viio65 i6', '#viio65 i6 ii%65', 'i6 ii%65']	['3 2', '3 2', '3 2', '3 2']	['i6 #viio65', 'i6 #viio65', 'i6 #viio65', 'i6 #viio65']	('c03n08_chaconne_legere', 91)	('c03n08_chaconne_legere', 108)
121	a	i	24	24	8	33.3	6	2	#7 2 #7 5 1 5 6 4 5 1 #7 2 #7 5 1 5 6 4 5 1 #7 1 5 6	['5 6', '4 5', '1 #7', '5 6', '4 5', '1 #7 1', '5']	['V iv6', 'ii%65 V', 'i V65', 'V iv6', 'ii%65 V', 'i V65 i', 'III6']	['5 6', '4 5', '5 6', '4 5', '#7 1', '5']	['V iv6', 'ii%65 V', 'V iv6', 'ii%65 V', 'V65 i', 'III6']	['1 #7', '1 #7']	['i V65', 'i V65']	('c03n08_chaconne_legere', 109)	('c03n08_chaconne_legere', 133)
122	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 134)	('c03n08_chaconne_legere', 138)
123	a	i	20	20	8	40.0	4	4	#3 4 2 4 5 3 2 1 5 1 #3 4 2 4 5 3 2 1 5 1	['#3 4', '4 5', '3 2 1', '#3 4', '4 5', '3 2 1']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'V65/iv iv', 'ii%65 V', 'i6 V43 i']	['#3 4', '4 5', '#3 4', '4 5']	['V65/iv iv', 'ii%65 V', 'V65/iv iv', 'ii%65 V']	['3 2 1', '3 2 1']	['i6 V43 i', 'i6 V43 i']	('c03n08_chaconne_legere', 139)	('c03n08_chaconne_legere', 158)
124	a	I	73	67	21	31.3	11	10	1 7 6 4 3 1 5 1 7 6 4 3 1 5 1 3 4 2 3 1 2 7 1 4 2 3 1 2 7 1 4 2 5 3 6 4 5 1 4 2 5 3 6 4 5 1 7 1 5 1 7 1 5 1 4 2 5 3 5 1 4 2 5 4 3 5 1	['1 7 6', '4 3', '1 7 6', '4 3', '3 4', '2 3', '1 2', '7 1', '2 3', '1 2', '7 1', '4 5', '4 5', '1 7 1', '1 7 1', '5 4 3']	['I IM2 vi', 'IV I6', 'I V6 vi', 'IV I6', 'I6 IV', 'V43 I6', 'I viio6', 'V65 I', 'V43 I6', 'I V43', 'V65 I', 'ii65 V', 'ii%65 V', 'I V6 I', 'I V6 I', 'V V2 I6']	['3 4', '2 3', '1 2', '7 1', '2 3', '1 2', '7 1', '4 5', '4 5', '7 1', '7 1']	['I6 IV', 'V43 I6', 'I viio6', 'V65 I', 'V43 I6', 'I V43', 'V65 I', 'ii65 V', 'ii%65 V', 'V6 I', 'V6 I']	['1 7 6', '4 3', '1 7 6', '4 3', '1 7', '1 7', '5 4 3']	['I IM2 vi', 'IV I6', 'I V6 vi', 'IV I6', 'I V6', 'I V6', 'V V2 I6']	('c03n08_chaconne_legere', 159)	('c03n08_chaconne_legere', 236)
125	a	i	5	5	3	60.0	2	1	1 #7 1 5 6	['1 #7 1', '5']	['i V65 i', 'III6']	['#7 1', '5']	['V65 i', 'III6']	['1 #7']	['i V65']	('c03n08_chaconne_legere', 237)	('c03n08_chaconne_legere', 241)
126	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 242)	('c03n08_chaconne_legere', 246)
127	a	i	14	14	7	50.0	4	3	#3 4 2 4 5 3 2 1 5 1 #7 1 5 6	['#3 4', '4 5', '3 2 1', '1 #7 1', '5']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'i V65 i', 'III6']	['#3 4', '4 5', '#7 1', '5']	['V65/iv iv', 'ii%65 V', 'V65 i', 'III6']	['3 2 1', '1 #7']	['i6 V43 i', 'i V65']	('c03n08_chaconne_legere', 247)	('c03n08_chaconne_legere', 261)
128	a	III	5	5	2	40.0	0	2	3 2 1 5 1	['3 2 1']	['I6 V43 I']	[]	[]	['3 2 1']	['I6 V43 I']	('c03n08_chaconne_legere', 262)	('c03n08_chaconne_legere', 266)
129	a	i	20	20	8	40.0	4	4	#3 4 2 4 5 3 2 1 5 1 #3 4 2 4 5 3 2 1 5 1	['#3 4', '4 5', '3 2 1', '#3 4', '4 5', '3 2 1']	['V65/iv iv', 'ii%65 V', 'i6 V43 i', 'V65/iv iv', 'ii%65 V', 'i6 V43 i']	['#3 4', '4 5', '#3 4', '4 5']	['V65/iv iv', 'ii%65 V', 'V65/iv iv', 'ii%65 V']	['3 2 1', '3 2 1']	['i6 V43 i', 'i6 V43 i']	('c03n08_chaconne_legere', 267)	('c03n08_chaconne_legere', 286)
130	e	i	22	21	15	71.4	3	12	1 7 6 5 6 4 5 4 3 2 1 #7 1 5 #7 5 1 7 6 5 4	['1 7 6 5 6', '4 5 4 3 2 1 #7 1 1', '1 7 6 5']	['i v6 VIM7 III+6 ii%43', 'ii%65 V V2 i6 #viio6 i V65 i(4) i', 'V/iv V2/iv iv6 V43/iv']	['5 6', '4 5', '#7 1 1']	['III+6 ii%43', 'ii%65 V', 'V65 i(4) i']	['1 7 6 5', '5 4 3 2 1 #7', '1 7 6 5']	['i v6 VIM7 III+6', 'V V2 i6 #viio6 i V65', 'V/iv V2/iv iv6 V43/iv']	('c04n01_prelude', 0)	('c04n01_prelude', 21)
131	e	III	25	22	11	50.0	4	7	7 5 1 7 6 5 4 3 1 4 3 4 2 5 4 5 3 6 7 1 5 1	['1 7 6 6 5 4 3', '4 3 4', '5 4 5', '6 6 7 1']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2 ii65', 'V V2 iii6', 'vi IV6 V65 I']	['3 4', '4 5', '6 6 7 1']	['IVM2 ii65', 'V2 iii6', 'vi IV6 V65 I']	['1 7 6 6 5 4 3', '4 3', '5 4']	['I IM2 vi7 viio6/V V V2 I6', 'IV IVM2', 'V V2']	('c04n01_prelude', 22)	('c04n01_prelude', 46)
132	e	i	7	7	4	57.1	2	2	1 7 5 6 5 6 4	['1 7', '5 6 5 6']	['i v6', 'IIIM65 VI7 V43/iv iv6']	['5 6', '5 6']	['IIIM65 VI7', 'V43/iv iv6']	['1 7', '6 5']	['i v6', 'VI7 V43/iv']	('c04n01_prelude', 47)	('c04n01_prelude', 53)
133	e	iv	5	4	1	25.0	1	0	2 4 5 1	['4 5 5']	['ii%65 V(64) V7']	['4 5 5']	['ii%65 V(64) V7']	[]	[]	('c04n01_prelude', 54)	('c04n01_prelude', 58)
134	e	i	27	25	19	76.0	5	14	3 2 1 #7 1 4 3 2 1 4 3 4 5 1 7 6 5 4 3 2 4 3 4 5 1	['3 2 1 #7 1', '4 3 2 1', '4 3 4 5 5', '1 7 6 5 4 3 2', '4 3 4 5 5']	['IV2 V43 i V65 i', 'V2 i6 V43 i', 'V2 i6 ii%65 V(64) V', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6 ii%65 V(64) V']	['#7 1', '3 4 5 5', '3 4 5 5']	['V65 i', 'i6 ii%65 V(64) V', 'i6 ii%65 V(64) V']	['3 2 1 #7', '4 3 2 1', '4 3', '1 7 6 5 4 3 2', '4 3']	['IV2 V43 i V65', 'V2 i6 V43 i', 'V2 i6', 'i V2/iv iv6 V43/iv iv i6 V43', 'V2 i6']	('c04n01_prelude', 59)	('c04n01_prelude', 85)
135	e	i	20	18	5	27.8	1	4	1 3 #7 5 1 2 7 3 1 4 2 5 4 3 2 1 4 7	['1 1 2', '5 4 3 2 1']	['i VI6 V65/III', 'V V2 i6 V43 i']	['1 1 2']	['i VI6 V65/III']	['5 4 3 2 1']	['V V2 i6 V43 i']	('c04n02_allemande', 0)	('c04n02_allemande', 19)
136	e	v	6	6	3	50.0	3	0	4 5 6 4 5 1	['4 5 6', '4 5']	['ii%65 III+6 VI', 'ii%65 V']	['4 5 6', '4 5']	['ii%65 III+6 VI', 'ii%65 V']	[]	[]	('c04n02_allemande', 20)	('c04n02_allemande', 25)
137	e	III	22	22	7	31.8	4	3	1 3 2 1 7 5 6 4 2 5 3 1 4 2 5 6 7 1 4 1 5 1	['3 2 1 7', '5 6', '5 6 7 1']	['I6 V43 I V6', 'iii65 vi', 'V7 IV6 V65 I']	['5 6', '5 6 7 1']	['iii65 vi', 'V7 IV6 V65 I']	['3 2 1 7']	['I6 V43 I V6']	('c04n02_allemande', 26)	('c04n02_allemande', 47)
138	e	i	29	28	5	17.9	1	4	1 5 7 4 6 3 5 4 3 #7 5 1 5 4 3 1 4 2 5 3 #6 4 #7 5 1 4 5 1	['5 5 4 3', '5 4 3', '4 5']	['V(4) V V2 i6', 'V V2 i6', 'ii%65 V']	['4 5']	['ii%65 V']	['5 5 4 3', '5 4 3']	['V(4) V V2 i6', 'V V2 i6']	('c04n02_allemande', 48)	('c04n02_allemande', 76)
139	E	I	27	26	17	65.4	8	9	1 4 5 6 7 1 6 5 1 5 4 3 2 1 6 5 4 3 4 5 b7 6 7 1 5 1	['4 5 6 7 1', '6 5', '5 4 3 2 1', '6 5 4 3 4 5', 'b7 b7 6 7 1']	['ii65 I64 IV6 V65 I', 'V43/V V', 'V V2 I6 V43 I', 'vi vi2 V2 I6 ii65 V', 'v6 V2/IV IV6 V65 I']	['4 5 6 7 1', '3 4 5', '6 7 1']	['ii65 I64 IV6 V65 I', 'I6 ii65 V', 'IV6 V65 I']	['6 5', '5 4 3 2 1', '6 5 4 3', 'b7 b7 6']	['V43/V V', 'V V2 I6 V43 I', 'vi vi2 V2 I6', 'v6 V2/IV IV6']	('c04n03_courante_francoise', 0)	('c04n03_courante_francoise', 26)
